report_id,report_period,in_formal_sample,guidance_attention_exchange_rate,macro_attention_exchange_rate,guidance_attention_financial_stability,macro_attention_financial_stability,guidance_attention_growth,macro_attention_growth,guidance_attention_inflation,macro_attention_inflation,guidance_attention_real_estate,macro_attention_real_estate,guidance_attention_risk,macro_attention_risk
2006Q1,2006Q1,True,6.792058516196446,0.9064813415923856,1.0449320794148382,0.07554011179936546,7.836990595611285,13.748300347484514,0.0,1.5108022359873092,1.567398119122257,6.269829279347333,4.179728317659353,2.1151231303822327
2006Q2,2006Q2,True,13.70757180156658,5.100781571369807,0.0,0.24681201151789386,28.720626631853786,18.51090086384204,0.0,2.385849444672974,0.6527415143603134,2.0567667626491155,1.3054830287206267,1.7276840806252571
2006Q3,2006Q3,True,0.0,0.4981568197668626,0.0,0.0,23.227383863080686,24.708578260436386,0.0,1.5941018232539603,1.2224938875305624,3.0885722825545483,2.444987775061125,1.5941018232539603
2006Q4,2006Q4,True,18.224573780129337,0.6094773731525217,0.5878894767783657,0.30473868657626085,12.345679012345679,15.084564985524912,0.0,1.1427700746609781,0.5878894767783657,3.123571537406674,1.763668430335097,1.9046167911016305
2007Q1,2007Q1,True,10.731707317073171,3.5964588712652157,0.0,0.09221689413500554,38.048780487804876,22.869789745481373,0.0,1.2910365178900773,0.0,1.198819623755072,0.0,1.4754703061600887
2007Q2,2007Q2,True,13.059701492537313,0.7983162783946586,3.7313432835820897,0.3628710356339357,21.455223880597014,15.095435082371726,2.798507462686567,6.676827055664417,0.9328358208955224,3.2658393207054215,0.9328358208955224,2.3949488351839756
2007Q3,2007Q3,True,10.989010989010989,1.5386436264646703,2.997002997002997,0.2958930050893597,24.975024975024976,14.676293052432241,1.998001998001998,8.285004142502071,0.999000999000999,4.142502071251036,0.999000999000999,3.3731802580187007
2007Q4,2007Q4,True,10.213143872113678,0.5485965072689036,0.0,0.0,13.321492007104794,17.280789978970468,1.3321492007104796,2.925848038767487,2.664298401420959,3.748742799670842,3.996447602131439,1.828655024229679
2008Q1,2008Q1,True,11.04502973661852,0.400600901352028,0.8496176720475787,0.0,18.69158878504673,17.82674011016525,5.9473237043330505,7.811717576364546,1.6992353440951573,1.9028542814221332,0.8496176720475787,1.802704056084126
2008Q2,2008Q2,True,4.908835904628331,1.1651616661811826,1.402524544179523,0.07282260413632391,17.53155680224404,14.855811243810079,3.506311360448808,5.752985726769589,0.7012622720897616,3.277017186134576,0.7012622720897616,2.03903291581707
2008Q3,2008Q3,True,1.128668171557562,0.4518461141234186,4.514672686230248,0.3872966692486445,16.930022573363434,14.652723986573717,0.0,3.743867802736897,0.0,4.195713916860315,1.128668171557562,1.9364833462432223
2008Q4,2008Q4,True,17.591339648173207,0.2596559558584875,2.0297699594046006,0.19474196689386564,20.29769959404601,16.22849724115547,1.3531799729364007,2.207075624797144,0.0,5.6475170399221035,2.0297699594046006,2.207075624797144
2009Q1,2009Q1,True,11.965811965811966,0.642570281124498,2.5641025641025643,0.24096385542168675,11.11111111111111,10.120481927710843,0.8547008547008547,6.666666666666667,1.7094017094017093,2.48995983935743,4.273504273504274,2.0883534136546187
2009Q2,2009Q2,True,15.625,0.39769337840524954,2.7573529411764706,5.368860608470869,21.139705882352942,10.240604493935177,0.0,1.988466892026248,0.9191176470588235,1.6901968582223106,7.352941176470588,3.082123682640684
2009Q3,2009Q3,True,9.764035801464605,0.5486323379575202,4.068348250610253,2.194529351830081,21.15541090317331,14.421192883454816,0.8136696501220504,2.116153303550435,0.0,2.2729054001097264,4.882017900732302,2.8999137863468927
2009Q4,2009Q4,True,9.285714285714286,0.6346788525006347,2.857142857142857,0.12693577050012694,17.857142857142858,11.360751459761362,0.7142857142857143,2.157908098502158,0.0,2.4117796395024116,2.142857142857143,1.5866971312515865
2010Q1,2010Q1,True,13.729977116704804,0.8129609198072121,2.288329519450801,0.2322745485163463,22.88329519450801,11.439521514430057,0.7627765064836003,3.3679809534870215,1.5255530129672006,2.4388827594216367,3.8138825324180012,1.9162650252598572
2010Q2,2010Q2,True,16.242937853107343,0.7474772642332128,2.824858757062147,0.0,18.361581920903955,13.70374984427557,1.4124293785310735,1.681823844524729,1.4124293785310735,2.11785224866077,3.5310734463276834,1.681823844524729
2010Q3,2010Q3,True,15.238095238095237,0.8239268352970257,2.5396825396825395,1.7302463541237536,15.873015873015872,13.512400098871222,1.9047619047619047,1.153497569415836,1.2698412698412698,1.3182829364752409,2.5396825396825395,1.8950317211831589
2010Q4,2010Q4,True,0.0,0.7981553742461867,2.7624309392265194,0.6207875133025896,16.574585635359114,12.770485987938986,2.7624309392265194,4.16814473217453,0.0,1.1528910961333807,0.0,1.77367860943597
2011Q1,2011Q1,True,10.638297872340425,0.9557344064386317,2.3640661938534278,0.15090543259557343,17.13947990543735,9.6579476861167,4.137115839243498,2.515090543259557,3.5460992907801416,3.219315895372233,4.137115839243498,1.9114688128772634
2011Q2,2011Q2,True,14.0,0.9339248190520664,3.3333333333333335,0.29185150595377074,14.666666666666666,11.265468129815549,2.0,1.7511090357226244,5.333333333333333,3.4438477702544947,5.333333333333333,2.801774457156199
2011Q3,2011Q3,True,15.686274509803921,0.708759080975725,3.9215686274509802,0.708759080975725,8.49673202614379,10.867639241627783,1.3071895424836601,1.476581418699427,0.0,3.2484791211387396,5.228758169934641,2.3625302699190835
2011Q4,2011Q4,True,15.315890236119975,0.8780224233418885,4.4671346522016595,0.27016074564365794,8.934269304403319,13.305416722950156,1.2763241863433312,2.7691476428474946,0.6381620931716656,3.377009320545725,8.934269304403319,2.296366337971093
2012Q1,2012Q1,True,11.727078891257996,0.5780346820809249,4.264392324093817,0.361271676300578,10.127931769722816,11.127167630057803,1.0660980810234542,1.5173410404624277,2.1321961620469083,3.3959537572254335,9.061833688699359,2.3843930635838153
2012Q2,2012Q2,True,12.396694214876034,0.9458820349976353,4.132231404958678,0.33781501249915546,16.528925619834713,13.782852509965544,1.0330578512396695,1.2161340449969598,3.0991735537190084,2.905209107492737,10.330578512396695,2.229579082494426
2012Q3,2012Q3,True,12.645422357106728,0.9485416172634574,4.552352048558422,0.23713540431586436,11.63378856853819,13.753853450320134,1.5174506828528074,1.185677021579322,3.540718259989884,3.082760256106237,11.12797167425392,2.4503991779305982
2012Q4,2012Q4,True,12.42571582928147,1.254862592546116,3.7817396002160995,0.06274312962730581,14.046461372231226,12.42313966620655,1.0804970286331712,1.1921194629188105,3.2414910858995136,2.007780148073786,11.885467314964885,2.321495796210315
2013Q1,2013Q1,True,11.528822055137844,0.5216484089723527,4.010025062656641,0.07452120128176466,10.526315789473683,11.99791340636411,0.5012531328320802,3.577017661524704,3.0075187969924815,1.788508830762352,13.032581453634085,1.5649452269170578
2013Q2,2013Q2,True,10.52128168340507,0.9510571365864364,3.825920612147298,0.2194747238276392,15.303682448589193,16.46060428707294,0.0,1.316848342965835,2.391200382592061,1.9752725144487528,9.086561453849832,2.0484307557246324
2013Q3,2013Q3,True,10.412328196584756,1.5135004237801186,3.7484381507705122,0.1210800339024095,13.327780091628489,18.404165153166243,0.0,0.8475602373168665,2.498958767180342,1.8162005085361426,9.579341940857976,1.937280542438552
2013Q4,2013Q4,True,6.622516556291391,0.0,2.57542310522443,0.0,10.66961000735835,18.930041152263374,0.0,1.646090534979424,2.57542310522443,4.11522633744856,8.830022075055188,4.11522633744856
2014Q1,2014Q1,True,12.338062924120914,0.6153846153846154,1.2338062924120914,0.15384615384615385,12.954966070326957,15.692307692307693,0.0,1.7692307692307692,3.7014188772362737,2.1538461538461537,2.4676125848241828,2.0
2014Q2,2014Q2,True,6.868131868131868,0.5787037037037037,2.7472527472527473,0.36168981481481477,14.07967032967033,13.744212962962964,0.0,1.880787037037037,1.717032967032967,1.736111111111111,8.585164835164836,1.880787037037037
2014Q3,2014Q3,True,6.863417982155114,1.1200716845878136,2.7453671928620453,0.0,13.383665065202472,16.726403823178018,0.0,1.4934289127837517,1.0295126973232671,1.9414575866188768,8.579272477693893,2.0161290322580645
2014Q4,2014Q4,True,7.311399135925557,1.2432353371361708,1.9940179461615153,0.1462629808395495,13.625789298770355,13.52932572765833,0.0,1.3894983179757203,0.9970089730807576,2.1939447125932428,8.640744433366567,2.413339183852567
2015Q1,2015Q1,True,7.316262055204523,0.5640953321111268,2.660458929165281,0.0,12.969737279680745,23.833027781695108,0.6651147322913202,0.8461429981666901,0.9976720984369803,3.5255958256945426,7.648819421350184,1.410238330277817
2015Q2,2015Q2,True,7.49063670411985,1.2637432073802604,2.383384405856316,0.0,13.619339462036091,21.61000884620245,0.34048348655090227,0.8846202451661822,1.7024174327545114,3.0329836977126248,7.150153217568948,1.2637432073802604
2015Q3,2015Q3,True,8.515364679748242,1.0927767457108513,3.702332469455757,0.0,13.698630136986301,14.971041416238663,0.37023324694557574,2.8412195388482133,0.7404664938911515,2.513386515134958,9.626064420584967,1.5298874439951917
2015Q4,2015Q4,True,8.110014104372356,1.5395547134059686,2.1156558533145278,0.11842728564661298,13.399153737658674,16.69824727617243,0.3526093088857546,0.5921364282330649,0.0,2.960682141165324,9.167842031029618,1.4211274277593557
2016Q1,2016Q1,True,7.661558960692871,0.9532888465204957,3.331112591605596,0.0,12.325116588940705,21.131236097870985,0.3331112591605596,1.1121703209405784,0.3331112591605596,4.448681283762314,10.32644903397735,1.5888147442008262
2016Q2,2016Q2,True,8.146639511201629,1.433349259436216,4.412763068567549,3.3444816053511706,12.219959266802444,2.866698518872432,0.3394433129667345,0.0,0.0,0.0,10.862186014935505,0.0
2016Q3,2016Q3,True,8.19380121125757,0.9122898475172683,3.206270039187745,0.13032712107389546,13.89383683648023,22.025283461488335,0.3562522265764161,0.9122898475172683,0.3562522265764161,3.388505147921282,12.82508015675098,2.215561058256223
2016Q4,2016Q4,True,7.523939808481532,1.2106537530266344,5.471956224350205,0.0,9.233926128590971,23.867173988239365,0.3419972640218878,6.226219301279834,0.3419972640218878,0.6918021445866482,10.94391244870041,0.6918021445866482
2017Q1,2017Q1,True,7.328447701532311,0.44812906116961687,6.329113924050633,0.11203226529240422,9.993337774816789,22.070356262603628,0.3331112591605596,0.8962581223392337,0.0,3.473000224064531,12.658227848101266,2.4647098364328928
2017Q2,2017Q2,True,7.005787389582699,1.08367520705937,6.091989034419738,0.0,9.137983551629608,16.177722733957737,0.3045994517209869,1.3932966947906185,0.0,1.702918182521867,10.356381358513556,1.9351342983203035
2017Q3,2017Q3,True,7.295173961840629,0.720504353047133,6.172839506172839,0.3602521765235665,10.381593714927048,20.53437406184329,0.28058361391694725,1.3809666766736715,0.5611672278338945,1.9213449414590213,8.978675645342312,1.9213449414590213
2017Q4,2017Q4,True,8.222643896268185,0.9804562389698673,4.111321948134092,0.45754624485260476,10.120177103099305,14.968298581606641,0.0,4.117916203673443,1.2650221378874131,2.0262762272043924,11.385199240986717,2.4184587227923395
2018Q1,2018Q1,True,8.442380751371887,1.0775862068965516,5.0654284508231315,0.3078817733990148,11.81933305192064,24.322660098522167,0.0,0.46182266009852213,0.0,4.156403940886699,10.975094976783453,1.6933497536945814
2018Q2,2018Q2,True,8.258527827648114,0.9006304413089162,2.872531418312388,0.0,12.567324955116698,27.31912338637046,0.0,0.4503152206544581,0.0,4.5031522065445815,11.490125673249551,2.1014710297208046
2018Q3,2018Q3,True,7.713884992987377,1.224889759921607,3.506311360448808,0.0,11.921458625525947,28.417442430181286,0.3506311360448808,4.164625183733464,0.0,1.224889759921607,7.713884992987377,1.224889759921607
2018Q4,2018Q4,True,0.0,0.9836065573770492,0.0,0.0,16.5016501650165,25.081967213114755,3.3003300330033003,0.6557377049180327,0.0,3.9344262295081966,6.600660066006601,1.8032786885245902
2019Q1,2019Q1,True,5.625,0.5397382269599245,2.1875,0.0,15.3125,25.772500337336393,0.9375,0.9445418971798677,0.0,3.2384293617595463,7.1875,1.349345567399811
2019Q2,2019Q2,True,5.656819610307982,0.8744316194473593,3.771213073538655,0.0,12.884978001257071,26.232948583420775,0.3142677561282213,0.6995452955578874,0.3142677561282213,4.372158097236796,9.428032683846636,1.9237495627841903
2019Q3,2019Q3,True,7.216959855660803,0.5095541401273885,3.157419936851601,0.0,11.276499774470004,24.458598726114648,1.8042399639152007,7.13375796178344,0.9021199819576003,0.7643312101910827,9.472259810554805,0.5095541401273885
2019Q4,2019Q4,True,6.507592190889371,0.0,3.2537960954446854,0.0,10.484454085321763,33.4448160535117,1.0845986984815619,1.2863390789812195,1.0845986984815619,0.2572678157962439,9.038322487346349,0.7718034473887316
2020Q1,2020Q1,True,7.0474777448071215,3.0959752321981426,1.8545994065281899,0.0,13.353115727002967,11.145510835913313,1.483679525222552,0.0,1.112759643916914,0.0,7.789317507418398,4.3343653250774
2020Q2,2020Q2,True,5.660377358490566,1.2279983626688498,2.2641509433962264,0.0,13.20754716981132,20.671305771592305,1.5094339622641508,0.6139991813344249,1.5094339622641508,3.0699959066721245,9.433962264150942,1.8419975440032748
2020Q3,2020Q3,True,5.85197934595525,0.8088978766430738,2.4096385542168677,0.0,8.261617900172116,20.829120323559152,0.34423407917383825,0.6066734074823054,2.4096385542168677,2.0222446916076846,11.359724612736661,1.2133468149646107
2020Q4,2020Q4,True,7.38362760834671,0.716743119266055,2.247191011235955,2.1502293577981653,7.062600321027288,29.243119266055047,0.6420545746388443,0.716743119266055,2.247191011235955,2.0068807339449544,10.59390048154093,2.86697247706422
2021Q1,2021Q1,True,8.03072625698324,0.6204436171862883,3.840782122905028,0.0,8.03072625698324,23.57685745307895,0.6983240223463687,6.514657980456026,2.094972067039106,1.8613308515588647,12.918994413407821,1.2408872343725765
2021Q2,2021Q2,True,6.785934608266502,1.233654083395016,2.7760641579272054,0.0,6.785934608266502,31.088082901554404,1.2338062924120914,1.233654083395016,2.1591610117211597,2.9607698001480385,12.954966070326957,1.4803849000740192
2021Q3,2021Q3,True,7.9754601226993875,3.096934035305048,2.4539877300613497,0.0,7.9754601226993875,28.646639826571693,0.9202453987730062,1.3936203158872715,3.374233128834356,1.8581604211830287,12.269938650306749,1.3936203158872715
2021Q4,2021Q4,True,8.153946510110893,1.2823252831801668,1.9569471624266144,0.0,7.8277886497064575,30.775806796324,0.32615786040443573,1.2823252831801668,3.2615786040443573,2.3509296858303057,10.110893672537507,1.2823252831801668
2022Q1,2022Q1,True,6.851355376824546,1.6241299303944317,2.680965147453083,0.0,6.255585344057194,29.930394431554525,1.1915400655347035,0.6960556844547563,2.9788501638367593,2.0881670533642693,12.213285671730711,1.6241299303944317
2022Q2,2022Q2,True,6.662965019433648,0.0,2.2209883398112162,0.0,7.773459189339256,25.947596031544137,1.38811771238201,12.465021622996693,2.2209883398112162,0.2543881963876876,9.71682398667407,0.5087763927753752
2022Q3,2022Q3,True,6.886657101865136,1.3040643338404696,2.582496413199426,0.0,7.173601147776184,29.124103455770484,1.4347202295552368,1.3040643338404696,2.8694404591104736,1.738752445120626,11.477761836441895,0.869376222560313
2022Q4,2022Q4,True,8.251833740831296,0.3023888720895071,1.8337408312958434,0.0,11.613691931540343,31.902026005443002,1.8337408312958434,1.058361052313275,3.0562347188264063,1.2095554883580284,11.613691931540343,1.058361052313275
2023Q1,2023Q1,True,9.291121816930488,0.7840677434530343,4.129387474191328,0.0,9.291121816930488,25.090167790497098,1.7205781142463867,7.056609691077309,5.161734342739161,1.254508389524855,12.388162422573986,0.6272541947624275
2023Q2,2023Q2,True,7.622504537205082,1.0245901639344264,3.266787658802178,0.0,6.170598911070781,31.147540983606557,0.36297640653357527,1.4344262295081966,5.081669691470054,1.8442622950819674,12.341197822141561,0.819672131147541
2023Q3,2023Q3,True,7.150153217568948,0.8833922261484098,3.745318352059925,0.0,7.49063670411985,31.581272084805654,0.6809669731018045,1.325088339222615,4.42628532516173,3.312720848056537,9.533537623425264,1.325088339222615
2023Q4,2023Q4,True,8.64336715520481,0.7667241709794901,4.885381435550545,0.0,8.64336715520481,28.75215641173088,1.1273957158962795,1.5334483419589802,4.885381435550545,0.19168104274487252,9.77076287110109,0.38336208548974504
2024Q1,2024Q1,True,9.30232558139535,0.5925340707090658,4.651162790697675,0.0,6.976744186046512,31.60181710448351,2.3255813953488373,1.3825794983211535,3.875968992248062,0.39502271380604387,7.751937984496124,0.19751135690302193
2024Q2,2024Q2,True,8.365284071104915,0.397456279809221,3.136981526664343,0.0,6.622516556291391,31.796502384737675,1.742767514813524,1.1923688394276628,5.576856047403276,0.1987281399046105,11.153712094806552,0.5961844197138314
2024Q3,2024Q3,True,8.167613636363637,0.19805902158843336,3.90625,0.19805902158843336,7.102272727272727,32.67973856209151,1.7755681818181817,0.9902951079421667,3.1960227272727275,0.19805902158843336,7.8125,0.19805902158843336
2024Q4,2024Q4,True,8.842443729903538,0.42835724994645535,4.019292604501607,0.0,9.244372990353698,31.484257871064464,1.2057877813504825,1.285071749839366,2.411575562700965,0.21417862497322768,9.244372990353698,0.21417862497322768
2025Q1,2025Q1,True,8.92510671323244,0.4662004662004662,5.820721769499419,0.0,9.313154831199068,31.39083139083139,1.1641443538998835,3.5742035742035743,2.716336825766395,0.3108003108003108,8.92510671323244,0.4662004662004662
2025Q2,2025Q2,True,7.039774727208729,0.2081165452653486,4.575853572685674,0.0,9.503695881731785,28.720083246618106,1.407954945441746,1.2486992715920915,1.7599436818021823,0.2081165452653486,7.743752199929602,0.4162330905306972
2025Q3,2025Q3,True,6.915629322268326,0.42176296921130324,5.071461502996773,0.0,10.603964960811433,27.41459299873471,0.9220839096357768,1.2652889076339098,1.3831258644536653,0.0,9.22083909635777,0.0
2025Q4,2025Q4,True,7.38488271068636,0.2106593638087213,5.647263249348393,0.2106593638087213,8.688097306689835,30.966926479882034,1.3032145960034753,0.8426374552348852,1.3032145960034753,0.2106593638087213,7.38488271068636,0.2106593638087213
2026Q1,2026Q1,False,7.388092133854846,1.43517780258332,3.042155584528466,0.3189284005740711,10.864841373315949,32.849625259129326,1.303780964797914,0.6378568011481422,0.0,0.15946420028703556,8.691873098652758,0.3189284005740711
