report_id,report_period,section,found,char_count,word_count_proxy,local_path
2006Q1,2006Q1,guidance,True,1914,239,data\interim\report_sections\2006Q1_guidance.txt
2006Q1,2006Q1,macro,True,13238,1912,data\interim\report_sections\2006Q1_macro.txt
2006Q1,2006Q1,financial_market,True,11984,1694,data\interim\report_sections\2006Q1_financial_market.txt
2006Q2,2006Q2,guidance,True,1532,163,data\interim\report_sections\2006Q2_guidance.txt
2006Q2,2006Q2,macro,True,12155,1794,data\interim\report_sections\2006Q2_macro.txt
2006Q2,2006Q2,financial_market,True,5459,803,data\interim\report_sections\2006Q2_financial_market.txt
2006Q3,2006Q3,guidance,True,818,81,data\interim\report_sections\2006Q3_guidance.txt
2006Q3,2006Q3,macro,True,10037,1549,data\interim\report_sections\2006Q3_macro.txt
2006Q3,2006Q3,financial_market,True,10662,1545,data\interim\report_sections\2006Q3_financial_market.txt
2006Q4,2006Q4,guidance,True,1701,212,data\interim\report_sections\2006Q4_guidance.txt
2006Q4,2006Q4,macro,True,13126,1916,data\interim\report_sections\2006Q4_macro.txt
2006Q4,2006Q4,financial_market,True,11986,1715,data\interim\report_sections\2006Q4_financial_market.txt
2007Q1,2007Q1,guidance,True,1025,113,data\interim\report_sections\2007Q1_guidance.txt
2007Q1,2007Q1,macro,True,10844,1483,data\interim\report_sections\2007Q1_macro.txt
2007Q1,2007Q1,financial_market,True,11984,1563,data\interim\report_sections\2007Q1_financial_market.txt
2007Q2,2007Q2,guidance,True,1072,134,data\interim\report_sections\2007Q2_guidance.txt
2007Q2,2007Q2,macro,True,13779,1869,data\interim\report_sections\2007Q2_macro.txt
2007Q2,2007Q2,financial_market,True,11986,1629,data\interim\report_sections\2007Q2_financial_market.txt
2007Q3,2007Q3,guidance,True,1001,103,data\interim\report_sections\2007Q3_guidance.txt
2007Q3,2007Q3,macro,True,16898,2208,data\interim\report_sections\2007Q3_macro.txt
2007Q3,2007Q3,financial_market,True,11985,1549,data\interim\report_sections\2007Q3_financial_market.txt
2007Q4,2007Q4,guidance,True,2252,281,data\interim\report_sections\2007Q4_guidance.txt
2007Q4,2007Q4,macro,True,10937,1562,data\interim\report_sections\2007Q4_macro.txt
2007Q4,2007Q4,financial_market,True,11984,1640,data\interim\report_sections\2007Q4_financial_market.txt
2008Q1,2008Q1,guidance,True,1177,125,data\interim\report_sections\2008Q1_guidance.txt
2008Q1,2008Q1,macro,True,9985,1397,data\interim\report_sections\2008Q1_macro.txt
2008Q1,2008Q1,financial_market,True,11986,1690,data\interim\report_sections\2008Q1_financial_market.txt
2008Q2,2008Q2,guidance,True,1426,150,data\interim\report_sections\2008Q2_guidance.txt
2008Q2,2008Q2,macro,True,13732,2028,data\interim\report_sections\2008Q2_macro.txt
2008Q2,2008Q2,financial_market,True,11983,1736,data\interim\report_sections\2008Q2_financial_market.txt
2008Q3,2008Q3,guidance,True,886,94,data\interim\report_sections\2008Q3_guidance.txt
2008Q3,2008Q3,macro,True,15492,2209,data\interim\report_sections\2008Q3_macro.txt
2008Q3,2008Q3,financial_market,True,11983,1647,data\interim\report_sections\2008Q3_financial_market.txt
2008Q4,2008Q4,guidance,True,1478,148,data\interim\report_sections\2008Q4_guidance.txt
2008Q4,2008Q4,macro,True,15405,1959,data\interim\report_sections\2008Q4_macro.txt
2008Q4,2008Q4,financial_market,True,11984,1543,data\interim\report_sections\2008Q4_financial_market.txt
2009Q1,2009Q1,guidance,True,1170,121,data\interim\report_sections\2009Q1_guidance.txt
2009Q1,2009Q1,macro,True,12450,1912,data\interim\report_sections\2009Q1_macro.txt
2009Q1,2009Q1,financial_market,True,11984,1779,data\interim\report_sections\2009Q1_financial_market.txt
2009Q2,2009Q2,guidance,True,1088,116,data\interim\report_sections\2009Q2_guidance.txt
2009Q2,2009Q2,macro,True,10058,1355,data\interim\report_sections\2009Q2_macro.txt
2009Q2,2009Q2,financial_market,True,11984,1687,data\interim\report_sections\2009Q2_financial_market.txt
2009Q3,2009Q3,guidance,True,1229,126,data\interim\report_sections\2009Q3_guidance.txt
2009Q3,2009Q3,macro,True,12759,1866,data\interim\report_sections\2009Q3_macro.txt
2009Q3,2009Q3,financial_market,True,11984,1713,data\interim\report_sections\2009Q3_financial_market.txt
2009Q4,2009Q4,guidance,True,1400,159,data\interim\report_sections\2009Q4_guidance.txt
2009Q4,2009Q4,macro,True,15756,2162,data\interim\report_sections\2009Q4_macro.txt
2009Q4,2009Q4,financial_market,True,11984,1599,data\interim\report_sections\2009Q4_financial_market.txt
2010Q1,2010Q1,guidance,True,1311,140,data\interim\report_sections\2010Q1_guidance.txt
2010Q1,2010Q1,macro,True,17221,2471,data\interim\report_sections\2010Q1_macro.txt
2010Q1,2010Q1,financial_market,True,11984,1741,data\interim\report_sections\2010Q1_financial_market.txt
2010Q2,2010Q2,guidance,True,1416,152,data\interim\report_sections\2010Q2_guidance.txt
2010Q2,2010Q2,macro,True,16054,2397,data\interim\report_sections\2010Q2_macro.txt
2010Q2,2010Q2,financial_market,True,11985,1825,data\interim\report_sections\2010Q2_financial_market.txt
2010Q3,2010Q3,guidance,True,1575,167,data\interim\report_sections\2010Q3_guidance.txt
2010Q3,2010Q3,macro,True,12137,1725,data\interim\report_sections\2010Q3_macro.txt
2010Q3,2010Q3,financial_market,True,11985,1719,data\interim\report_sections\2010Q3_financial_market.txt
2010Q4,2010Q4,guidance,True,362,40,data\interim\report_sections\2010Q4_guidance.txt
2010Q4,2010Q4,macro,True,11276,1618,data\interim\report_sections\2010Q4_macro.txt
2010Q4,2010Q4,financial_market,True,11984,1742,data\interim\report_sections\2010Q4_financial_market.txt
2011Q1,2011Q1,guidance,True,1692,175,data\interim\report_sections\2011Q1_guidance.txt
2011Q1,2011Q1,macro,True,19880,3166,data\interim\report_sections\2011Q1_macro.txt
2011Q1,2011Q1,financial_market,True,11984,1934,data\interim\report_sections\2011Q1_financial_market.txt
2011Q2,2011Q2,guidance,True,1500,157,data\interim\report_sections\2011Q2_guidance.txt
2011Q2,2011Q2,macro,True,17132,2901,data\interim\report_sections\2011Q2_macro.txt
2011Q2,2011Q2,financial_market,True,11984,1986,data\interim\report_sections\2011Q2_financial_market.txt
2011Q3,2011Q3,guidance,True,1530,152,data\interim\report_sections\2011Q3_guidance.txt
2011Q3,2011Q3,macro,True,16931,2639,data\interim\report_sections\2011Q3_macro.txt
2011Q3,2011Q3,financial_market,True,11982,1887,data\interim\report_sections\2011Q3_financial_market.txt
2011Q4,2011Q4,guidance,True,1567,158,data\interim\report_sections\2011Q4_guidance.txt
2011Q4,2011Q4,macro,True,14806,2509,data\interim\report_sections\2011Q4_macro.txt
2011Q4,2011Q4,financial_market,True,11984,1928,data\interim\report_sections\2011Q4_financial_market.txt
2012Q1,2012Q1,guidance,True,1876,201,data\interim\report_sections\2012Q1_guidance.txt
2012Q1,2012Q1,macro,True,13840,2285,data\interim\report_sections\2012Q1_macro.txt
2012Q1,2012Q1,financial_market,True,11983,1829,data\interim\report_sections\2012Q1_financial_market.txt
2012Q2,2012Q2,guidance,True,1936,203,data\interim\report_sections\2012Q2_guidance.txt
2012Q2,2012Q2,macro,True,14801,2381,data\interim\report_sections\2012Q2_macro.txt
2012Q2,2012Q2,financial_market,True,11982,1828,data\interim\report_sections\2012Q2_financial_market.txt
2012Q3,2012Q3,guidance,True,1977,199,data\interim\report_sections\2012Q3_guidance.txt
2012Q3,2012Q3,macro,True,12651,2049,data\interim\report_sections\2012Q3_macro.txt
2012Q3,2012Q3,financial_market,True,11983,1731,data\interim\report_sections\2012Q3_financial_market.txt
2012Q4,2012Q4,guidance,True,1851,193,data\interim\report_sections\2012Q4_guidance.txt
2012Q4,2012Q4,macro,True,15938,2497,data\interim\report_sections\2012Q4_macro.txt
2012Q4,2012Q4,financial_market,True,11984,1813,data\interim\report_sections\2012Q4_financial_market.txt
2013Q1,2013Q1,guidance,True,1995,207,data\interim\report_sections\2013Q1_guidance.txt
2013Q1,2013Q1,macro,True,13419,2187,data\interim\report_sections\2013Q1_macro.txt
2013Q1,2013Q1,financial_market,True,11983,1796,data\interim\report_sections\2013Q1_financial_market.txt
2013Q2,2013Q2,guidance,True,2091,217,data\interim\report_sections\2013Q2_guidance.txt
2013Q2,2013Q2,macro,True,13669,2182,data\interim\report_sections\2013Q2_macro.txt
2013Q2,2013Q2,financial_market,True,11982,1748,data\interim\report_sections\2013Q2_financial_market.txt
2013Q3,2013Q3,guidance,True,2401,259,data\interim\report_sections\2013Q3_guidance.txt
2013Q3,2013Q3,macro,True,16518,2543,data\interim\report_sections\2013Q3_macro.txt
2013Q3,2013Q3,financial_market,True,11983,1789,data\interim\report_sections\2013Q3_financial_market.txt
2013Q4,2013Q4,guidance,True,2718,291,data\interim\report_sections\2013Q4_guidance.txt
2013Q4,2013Q4,macro,True,1215,168,data\interim\report_sections\2013Q4_macro.txt
2013Q4,2013Q4,financial_market,True,11983,1786,data\interim\report_sections\2013Q4_financial_market.txt
2014Q1,2014Q1,guidance,True,1621,178,data\interim\report_sections\2014Q1_guidance.txt
2014Q1,2014Q1,macro,True,13000,2074,data\interim\report_sections\2014Q1_macro.txt
2014Q1,2014Q1,financial_market,True,11983,1710,data\interim\report_sections\2014Q1_financial_market.txt
2014Q2,2014Q2,guidance,True,2912,317,data\interim\report_sections\2014Q2_guidance.txt
2014Q2,2014Q2,macro,True,13824,2222,data\interim\report_sections\2014Q2_macro.txt
2014Q2,2014Q2,financial_market,True,11983,1763,data\interim\report_sections\2014Q2_financial_market.txt
2014Q3,2014Q3,guidance,True,2914,312,data\interim\report_sections\2014Q3_guidance.txt
2014Q3,2014Q3,macro,True,13392,2022,data\interim\report_sections\2014Q3_macro.txt
2014Q3,2014Q3,financial_market,True,11984,1647,data\interim\report_sections\2014Q3_financial_market.txt
2014Q4,2014Q4,guidance,True,3009,317,data\interim\report_sections\2014Q4_guidance.txt
2014Q4,2014Q4,macro,True,13674,2139,data\interim\report_sections\2014Q4_macro.txt
2014Q4,2014Q4,financial_market,True,11983,1730,data\interim\report_sections\2014Q4_financial_market.txt
2015Q1,2015Q1,guidance,True,3007,314,data\interim\report_sections\2015Q1_guidance.txt
2015Q1,2015Q1,macro,True,7091,1150,data\interim\report_sections\2015Q1_macro.txt
2015Q1,2015Q1,financial_market,True,11984,1720,data\interim\report_sections\2015Q1_financial_market.txt
2015Q2,2015Q2,guidance,True,2937,308,data\interim\report_sections\2015Q2_guidance.txt
2015Q2,2015Q2,macro,True,7913,1296,data\interim\report_sections\2015Q2_macro.txt
2015Q2,2015Q2,financial_market,True,11983,1827,data\interim\report_sections\2015Q2_financial_market.txt
2015Q3,2015Q3,guidance,True,2701,276,data\interim\report_sections\2015Q3_guidance.txt
2015Q3,2015Q3,macro,True,9151,1383,data\interim\report_sections\2015Q3_macro.txt
2015Q3,2015Q3,financial_market,True,11984,1777,data\interim\report_sections\2015Q3_financial_market.txt
2015Q4,2015Q4,guidance,True,2836,293,data\interim\report_sections\2015Q4_guidance.txt
2015Q4,2015Q4,macro,True,8444,1296,data\interim\report_sections\2015Q4_macro.txt
2015Q4,2015Q4,financial_market,True,11982,1726,data\interim\report_sections\2015Q4_financial_market.txt
2016Q1,2016Q1,guidance,True,3002,300,data\interim\report_sections\2016Q1_guidance.txt
2016Q1,2016Q1,macro,True,6294,1028,data\interim\report_sections\2016Q1_macro.txt
2016Q1,2016Q1,financial_market,True,11983,1710,data\interim\report_sections\2016Q1_financial_market.txt
2016Q2,2016Q2,guidance,True,2946,295,data\interim\report_sections\2016Q2_guidance.txt
2016Q2,2016Q2,macro,True,2093,221,data\interim\report_sections\2016Q2_macro.txt
2016Q2,2016Q2,financial_market,True,14774,2104,data\interim\report_sections\2016Q2_financial_market.txt
2016Q3,2016Q3,guidance,True,2807,282,data\interim\report_sections\2016Q3_guidance.txt
2016Q3,2016Q3,macro,True,7673,1238,data\interim\report_sections\2016Q3_macro.txt
2016Q3,2016Q3,financial_market,True,11984,1749,data\interim\report_sections\2016Q3_financial_market.txt
2016Q4,2016Q4,guidance,True,2924,289,data\interim\report_sections\2016Q4_guidance.txt
2016Q4,2016Q4,macro,True,5782,914,data\interim\report_sections\2016Q4_macro.txt
2016Q4,2016Q4,financial_market,True,11985,1966,data\interim\report_sections\2016Q4_financial_market.txt
2017Q1,2017Q1,guidance,True,3002,298,data\interim\report_sections\2017Q1_guidance.txt
2017Q1,2017Q1,macro,True,8926,1357,data\interim\report_sections\2017Q1_macro.txt
2017Q1,2017Q1,financial_market,True,11984,1812,data\interim\report_sections\2017Q1_financial_market.txt
2017Q2,2017Q2,guidance,True,3283,325,data\interim\report_sections\2017Q2_guidance.txt
2017Q2,2017Q2,macro,True,12919,2075,data\interim\report_sections\2017Q2_macro.txt
2017Q2,2017Q2,financial_market,True,11985,1951,data\interim\report_sections\2017Q2_financial_market.txt
2017Q3,2017Q3,guidance,True,3564,355,data\interim\report_sections\2017Q3_guidance.txt
2017Q3,2017Q3,macro,True,16655,2562,data\interim\report_sections\2017Q3_macro.txt
2017Q3,2017Q3,financial_market,True,11984,1745,data\interim\report_sections\2017Q3_financial_market.txt
2017Q4,2017Q4,guidance,True,3162,328,data\interim\report_sections\2017Q4_guidance.txt
2017Q4,2017Q4,macro,True,15299,2375,data\interim\report_sections\2017Q4_macro.txt
2017Q4,2017Q4,financial_market,True,11984,1847,data\interim\report_sections\2017Q4_financial_market.txt
2018Q1,2018Q1,guidance,True,2369,236,data\interim\report_sections\2018Q1_guidance.txt
2018Q1,2018Q1,macro,True,6496,1010,data\interim\report_sections\2018Q1_macro.txt
2018Q1,2018Q1,financial_market,True,11983,1759,data\interim\report_sections\2018Q1_financial_market.txt
2018Q2,2018Q2,guidance,True,2785,286,data\interim\report_sections\2018Q2_guidance.txt
2018Q2,2018Q2,macro,True,6662,1057,data\interim\report_sections\2018Q2_macro.txt
2018Q2,2018Q2,financial_market,True,11984,1983,data\interim\report_sections\2018Q2_financial_market.txt
2018Q3,2018Q3,guidance,True,2852,299,data\interim\report_sections\2018Q3_guidance.txt
2018Q3,2018Q3,macro,True,4082,619,data\interim\report_sections\2018Q3_macro.txt
2018Q3,2018Q3,financial_market,True,11985,1941,data\interim\report_sections\2018Q3_financial_market.txt
2018Q4,2018Q4,guidance,True,303,32,data\interim\report_sections\2018Q4_guidance.txt
2018Q4,2018Q4,macro,True,6100,1004,data\interim\report_sections\2018Q4_macro.txt
2018Q4,2018Q4,financial_market,True,11984,2017,data\interim\report_sections\2018Q4_financial_market.txt
2019Q1,2019Q1,guidance,True,3200,330,data\interim\report_sections\2019Q1_guidance.txt
2019Q1,2019Q1,macro,True,7411,1049,data\interim\report_sections\2019Q1_macro.txt
2019Q1,2019Q1,financial_market,True,11984,1662,data\interim\report_sections\2019Q1_financial_market.txt
2019Q2,2019Q2,guidance,True,3182,343,data\interim\report_sections\2019Q2_guidance.txt
2019Q2,2019Q2,macro,True,5718,973,data\interim\report_sections\2019Q2_macro.txt
2019Q2,2019Q2,financial_market,True,11984,1843,data\interim\report_sections\2019Q2_financial_market.txt
2019Q3,2019Q3,guidance,True,2217,229,data\interim\report_sections\2019Q3_guidance.txt
2019Q3,2019Q3,macro,True,3925,631,data\interim\report_sections\2019Q3_macro.txt
2019Q3,2019Q3,financial_market,True,6771,1015,data\interim\report_sections\2019Q3_financial_market.txt
2019Q4,2019Q4,guidance,True,2766,298,data\interim\report_sections\2019Q4_guidance.txt
2019Q4,2019Q4,macro,True,3887,537,data\interim\report_sections\2019Q4_macro.txt
2019Q4,2019Q4,financial_market,True,5528,816,data\interim\report_sections\2019Q4_financial_market.txt
2020Q1,2020Q1,guidance,True,2696,293,data\interim\report_sections\2020Q1_guidance.txt
2020Q1,2020Q1,macro,True,1615,185,data\interim\report_sections\2020Q1_macro.txt
2020Q1,2020Q1,financial_market,True,5237,763,data\interim\report_sections\2020Q1_financial_market.txt
2020Q2,2020Q2,guidance,True,2650,286,data\interim\report_sections\2020Q2_guidance.txt
2020Q2,2020Q2,macro,True,4886,797,data\interim\report_sections\2020Q2_macro.txt
2020Q2,2020Q2,financial_market,True,11984,1936,data\interim\report_sections\2020Q2_financial_market.txt
2020Q3,2020Q3,guidance,True,2905,315,data\interim\report_sections\2020Q3_guidance.txt
2020Q3,2020Q3,macro,True,4945,799,data\interim\report_sections\2020Q3_macro.txt
2020Q3,2020Q3,financial_market,True,11985,1890,data\interim\report_sections\2020Q3_financial_market.txt
2020Q4,2020Q4,guidance,True,3115,347,data\interim\report_sections\2020Q4_guidance.txt
2020Q4,2020Q4,macro,True,6976,1044,data\interim\report_sections\2020Q4_macro.txt
2020Q4,2020Q4,financial_market,True,11985,1923,data\interim\report_sections\2020Q4_financial_market.txt
2021Q1,2021Q1,guidance,True,2864,319,data\interim\report_sections\2021Q1_guidance.txt
2021Q1,2021Q1,macro,True,6447,915,data\interim\report_sections\2021Q1_macro.txt
2021Q1,2021Q1,financial_market,True,11659,1507,data\interim\report_sections\2021Q1_financial_market.txt
2021Q2,2021Q2,guidance,True,3242,355,data\interim\report_sections\2021Q2_guidance.txt
2021Q2,2021Q2,macro,True,4053,617,data\interim\report_sections\2021Q2_macro.txt
2021Q2,2021Q2,financial_market,True,11984,1832,data\interim\report_sections\2021Q2_financial_market.txt
2021Q3,2021Q3,guidance,True,3260,336,data\interim\report_sections\2021Q3_guidance.txt
2021Q3,2021Q3,macro,True,6458,919,data\interim\report_sections\2021Q3_macro.txt
2021Q3,2021Q3,financial_market,True,11986,1863,data\interim\report_sections\2021Q3_financial_market.txt
2021Q4,2021Q4,guidance,True,3066,331,data\interim\report_sections\2021Q4_guidance.txt
2021Q4,2021Q4,macro,True,4679,722,data\interim\report_sections\2021Q4_macro.txt
2021Q4,2021Q4,financial_market,True,11983,1916,data\interim\report_sections\2021Q4_financial_market.txt
2022Q1,2022Q1,guidance,True,3357,357,data\interim\report_sections\2022Q1_guidance.txt
2022Q1,2022Q1,macro,True,4310,640,data\interim\report_sections\2022Q1_macro.txt
2022Q1,2022Q1,financial_market,True,11983,1874,data\interim\report_sections\2022Q1_financial_market.txt
2022Q2,2022Q2,guidance,True,3602,376,data\interim\report_sections\2022Q2_guidance.txt
2022Q2,2022Q2,macro,True,3931,542,data\interim\report_sections\2022Q2_macro.txt
2022Q2,2022Q2,financial_market,True,11985,1880,data\interim\report_sections\2022Q2_financial_market.txt
2022Q3,2022Q3,guidance,True,3485,360,data\interim\report_sections\2022Q3_guidance.txt
2022Q3,2022Q3,macro,True,4601,720,data\interim\report_sections\2022Q3_macro.txt
2022Q3,2022Q3,financial_market,True,11984,1891,data\interim\report_sections\2022Q3_financial_market.txt
2022Q4,2022Q4,guidance,True,3272,353,data\interim\report_sections\2022Q4_guidance.txt
2022Q4,2022Q4,macro,True,6614,951,data\interim\report_sections\2022Q4_macro.txt
2022Q4,2022Q4,financial_market,True,11984,1964,data\interim\report_sections\2022Q4_financial_market.txt
2023Q1,2023Q1,guidance,True,2906,310,data\interim\report_sections\2023Q1_guidance.txt
2023Q1,2023Q1,macro,True,6377,942,data\interim\report_sections\2023Q1_macro.txt
2023Q1,2023Q1,financial_market,True,11983,1959,data\interim\report_sections\2023Q1_financial_market.txt
2023Q2,2023Q2,guidance,True,2755,283,data\interim\report_sections\2023Q2_guidance.txt
2023Q2,2023Q2,macro,True,4880,780,data\interim\report_sections\2023Q2_macro.txt
2023Q2,2023Q2,financial_market,True,11983,1947,data\interim\report_sections\2023Q2_financial_market.txt
2023Q3,2023Q3,guidance,True,2937,313,data\interim\report_sections\2023Q3_guidance.txt
2023Q3,2023Q3,macro,True,4528,706,data\interim\report_sections\2023Q3_macro.txt
2023Q3,2023Q3,financial_market,True,11983,1904,data\interim\report_sections\2023Q3_financial_market.txt
2023Q4,2023Q4,guidance,True,2661,284,data\interim\report_sections\2023Q4_guidance.txt
2023Q4,2023Q4,macro,True,5217,763,data\interim\report_sections\2023Q4_macro.txt
2023Q4,2023Q4,financial_market,True,11984,1950,data\interim\report_sections\2023Q4_financial_market.txt
2024Q1,2024Q1,guidance,True,2580,266,data\interim\report_sections\2024Q1_guidance.txt
2024Q1,2024Q1,macro,True,5063,728,data\interim\report_sections\2024Q1_macro.txt
2024Q1,2024Q1,financial_market,True,11983,1884,data\interim\report_sections\2024Q1_financial_market.txt
2024Q2,2024Q2,guidance,True,2869,299,data\interim\report_sections\2024Q2_guidance.txt
2024Q2,2024Q2,macro,True,5032,736,data\interim\report_sections\2024Q2_macro.txt
2024Q2,2024Q2,financial_market,True,11984,1901,data\interim\report_sections\2024Q2_financial_market.txt
2024Q3,2024Q3,guidance,True,2816,290,data\interim\report_sections\2024Q3_guidance.txt
2024Q3,2024Q3,macro,True,5049,708,data\interim\report_sections\2024Q3_macro.txt
2024Q3,2024Q3,financial_market,True,11983,1883,data\interim\report_sections\2024Q3_financial_market.txt
2024Q4,2024Q4,guidance,True,2488,252,data\interim\report_sections\2024Q4_guidance.txt
2024Q4,2024Q4,macro,True,4669,714,data\interim\report_sections\2024Q4_macro.txt
2024Q4,2024Q4,financial_market,True,1866,185,data\interim\report_sections\2024Q4_financial_market.txt
2025Q1,2025Q1,guidance,True,2577,272,data\interim\report_sections\2025Q1_guidance.txt
2025Q1,2025Q1,macro,True,6435,909,data\interim\report_sections\2025Q1_macro.txt
2025Q1,2025Q1,financial_market,True,1907,204,data\interim\report_sections\2025Q1_financial_market.txt
2025Q2,2025Q2,guidance,True,2841,293,data\interim\report_sections\2025Q2_guidance.txt
2025Q2,2025Q2,macro,True,4805,718,data\interim\report_sections\2025Q2_macro.txt
2025Q2,2025Q2,financial_market,True,1912,194,data\interim\report_sections\2025Q2_financial_market.txt
2025Q3,2025Q3,guidance,True,2169,219,data\interim\report_sections\2025Q3_guidance.txt
2025Q3,2025Q3,macro,True,4742,690,data\interim\report_sections\2025Q3_macro.txt
2025Q3,2025Q3,financial_market,True,11380,1806,data\interim\report_sections\2025Q3_financial_market.txt
2025Q4,2025Q4,guidance,True,2302,232,data\interim\report_sections\2025Q4_guidance.txt
2025Q4,2025Q4,macro,True,4747,706,data\interim\report_sections\2025Q4_macro.txt
2025Q4,2025Q4,financial_market,True,11813,1888,data\interim\report_sections\2025Q4_financial_market.txt
2026Q1,2026Q1,guidance,True,2301,225,data\interim\report_sections\2026Q1_guidance.txt
2026Q1,2026Q1,macro,True,6271,873,data\interim\report_sections\2026Q1_macro.txt
2026Q1,2026Q1,financial_market,True,11984,1902,data\interim\report_sections\2026Q1_financial_market.txt
